date,Q,P,PET,T
1998-07-24,0,0.68,6.05,15.35
1998-07-25,0,0.26,6.25,16.07
1998-07-26,0,0,5.74,17.19
1998-07-27,0,0,6.75,17.42
1998-07-28,0,0,5.71,16.11
1998-07-29,0,0,6.01,15.77
1998-07-30,0,0,7.83,16.53
1998-07-31,0,0,7.63,15.98
1998-08-01,0,0,7.22,15.29
1998-08-02,0,0,6.26,15.18
1998-08-03,0,0,6.04,15.76
1998-08-04,0,0,6.74,15.58
1998-08-05,0,0,3.8,13.29
1998-08-06,0,0,4.63,11.4
1998-08-07,0,0.08,6.37,15.25
1998-08-08,0,1.02,7.12,17.9
1998-08-09,0,0.09,6.18,15.5
1998-08-10,0,0,6.04,17.73
1998-08-11,0,0,6,17.88
1998-08-12,0,0,5.83,17.43
1998-08-13,0,0,5.51,16.23
1998-08-14,0,0,5.44,15.19
1998-08-15,0,0,6.55,16.69
1998-08-16,0,0,7.39,18.16
1998-08-17,0,0,6.27,18.55
1998-08-18,0,0.09,6.28,17.28
1998-08-19,0,0.01,7.11,18.67
1998-08-20,0,0,6.94,19.73
1998-08-21,0,0,6.98,18.55
1998-08-22,0,0,6.27,12.48
1998-08-23,0,0,8.87,9.09
1998-08-24,0,0,7.53,11.22
1998-08-25,0,0,8.07,13.71
1998-08-26,0,0,8.06,15.18
1998-08-27,0,0,8.65,16.32
1998-08-28,0,0,7.93,16.81
1998-08-29,0,0,7.35,17.51
1998-08-30,0,0,7.16,18.4
1998-08-31,0,0,7.5,18.71
1998-09-01,0,0,5.84,18.08
1998-09-02,0,0,7.11,18.88
1998-09-03,0,0,7.13,20.45
1998-09-04,0,0,7.07,19.32
1998-09-05,0,0,6.76,16.84
1998-09-06,0,0,8.09,17.03
1998-09-07,0,0,7.68,19.81
1998-09-08,0,0,8.36,20.9
1998-09-09,0,0.09,8.44,21.86
1998-09-10,0,0.04,6.3,20.99
1998-09-11,0,0.24,7.11,20.71
1998-09-12,0,0.46,7.67,20.59
1998-09-13,0,2.87,4.83,16.16
1998-09-14,0,0,6.4,18.83
1998-09-15,0,0.12,7.93,22.58
1998-09-16,0,0.08,9.69,22.83
1998-09-17,0,0.11,6.68,20.48
1998-09-18,0,0.01,8.04,22.35
1998-09-19,0,0,10.13,23.33
1998-09-20,0,0,8.91,21.72
1998-09-21,0,0,7.94,21.71
1998-09-22,0,0,8.31,22.36
1998-09-23,0,0,9.71,23.62
1998-09-24,0,0,9.28,23.42
1998-09-25,0,0,8.34,21.42
1998-09-26,0,0,8.44,21.02
1998-09-27,0,0,7.82,20.39
1998-09-28,0,0,8.86,20.15
1998-09-29,0,0,8.05,19.75
1998-09-30,0,0,8.28,19.67
1998-10-01,0,0,8.29,17.51
1998-10-02,0,0,7.35,16.69
1998-10-03,0,0,8.44,20.14
1998-10-04,0,0,8.86,21.23
1998-10-05,0,0,8.17,22.09
1998-10-06,0,0,8.69,21.93
1998-10-07,0,0,9.08,22.42
1998-10-08,0,0.02,8.72,23.05
1998-10-09,0,1.4,7.46,23.15
1998-10-10,0,0.21,8.87,22.38
1998-10-11,0,0,8.85,21.6
1998-10-12,0,0,8.6,19.35
1998-10-13,0,0,11,18.75
1998-10-14,0,0,9.59,19.58
1998-10-15,0,0,8.34,19.65
1998-10-16,0,0,8.39,21.06
1998-10-17,0,0.01,9.48,23.25
1998-10-18,0,0.1,9.04,24.15
1998-10-19,0,0.47,8.9,23.58
1998-10-20,0,0,8.84,23.11
1998-10-21,0,0,9.64,23.03
1998-10-22,0,0,9.37,24.5
1998-10-23,0,0.02,8.25,24.41
1998-10-24,0,0,8.91,22.63
1998-10-25,0,0,9.36,22.54
1998-10-26,0,0.18,8.41,23.33
1998-10-27,0,0.41,8.58,22.76
1998-10-28,0,0,9.12,22.84
1998-10-29,0,0,9.31,23.19
1998-10-30,0,1.97,8.15,21.23
1998-10-31,0,2.96,9.13,20.93
1998-11-01,0,2.38,6.71,19.97
1998-11-02,0,0.02,9.06,21.64
1998-11-03,0,0,7.74,22.39
1998-11-04,0,0,9.06,22.53
1998-11-05,0,0,8.98,20.43
1998-11-06,0,0,9.36,17.75
1998-11-07,0,0.27,11.31,19.35
1998-11-08,0,0.19,10.81,21.9
1998-11-09,0,2.17,8.18,21.23
1998-11-10,0,0.06,8.63,22.82
1998-11-11,0,2.79,8.12,23.16
1998-11-12,0,0.1,9.99,24.52
1998-11-13,0,0.3,9.94,25.57
1998-11-14,0,0.67,8.86,25.4
1998-11-15,0,0.03,10.56,25.51
1998-11-16,0,0.01,8.98,23.48
1998-11-17,0,0,9.49,22.12
1998-11-18,0,0,9.59,20.35
1998-11-19,0,0,9.27,19.55
1998-11-20,0,0,9.17,20.73
1998-11-21,0,0,10.21,23.67
1998-11-22,0,0,10.17,24.78
1998-11-23,0,0,9.96,24.51
1998-11-24,0,0.09,9.04,23.38
1998-11-25,0,0,9.72,22.4
1998-11-26,0,0,10.02,21.51
1998-11-27,0,0,12.01,23.02
1998-11-28,0,0,10.42,22.53
1998-11-29,0,0.06,10.1,23.04
1998-11-30,0,0.19,9.98,23.89
1998-12-01,0,0,9.63,23.15
1998-12-02,0,0,10.22,23.63
1998-12-03,0,0.02,9.12,23.3
1998-12-04,0,0.94,8.44,22.4
1998-12-05,0,2.99,8.52,21.4
1998-12-06,0,1.93,8.42,21.72
1998-12-07,0,0,9.68,22.01
1998-12-08,0,0,10.32,22.66
1998-12-09,0,0.01,9.25,22.98
1998-12-10,0,0,9.79,23.06
1998-12-11,0,0,9.7,23.92
1998-12-12,0,0,9.12,24.28
1998-12-13,0,0,9.55,24.34
1998-12-14,0,0,9.78,24.69
1998-12-15,0,0.05,11.09,25.2
1998-12-16,0,0.04,10.93,25.26
1998-12-17,0,0.6,8.16,24.12
1998-12-18,0,0.24,7.53,24.1
1998-12-19,0,0.4,7.66,23.03
1998-12-20,0,0,9.3,23.38
1998-12-21,0,0,10.38,24.3
1998-12-22,0,0,10.13,24.23
1998-12-23,0,1.11,8.32,24.46
1998-12-24,0,2.05,7.98,23.86
1998-12-25,0,5.83,7.71,22.74
1998-12-26,0,6.43,7.57,22.73
1998-12-27,0,12.98,7.31,22.23
1998-12-28,0,2.88,6.64,21.51
1998-12-29,0,4.53,5.51,20.8
1998-12-30,0,16.09,5.84,20.57
1998-12-31,0,2.13,8.02,20.12
1999-01-01,0,0,9.07,20.11
1999-01-02,0,0,8.82,21.52
1999-01-03,0,0.01,8.68,23.52
1999-01-04,0,0.08,8.84,24.72
1999-01-05,0,0.08,8.29,25.49
1999-01-06,0,0,9.66,26.08
1999-01-07,0,0,10.13,26.65
1999-01-08,0,4.12,8.95,25
1999-01-09,0,5.64,8.55,22.94
1999-01-10,0,0.09,9,22.17
1999-01-11,0,0,10.08,21.45
1999-01-12,0,0,9.68,22.03
1999-01-13,0,1.99,8.21,23.21
1999-01-14,0,2.92,8.63,24.15
1999-01-15,0,0.14,10.06,25.08
1999-01-16,0,0.27,8.37,24.75
1999-01-17,0,2.86,9.96,23.36
1999-01-18,0,0,10.04,24.6
1999-01-19,0,0,9.7,25.3
1999-01-20,0,0.04,9.46,25.7
1999-01-21,0,8.61,8.91,24.76
1999-01-22,0,19.41,6.04,21.88
1999-01-23,0,11.63,5.71,20.57
1999-01-24,0,3.08,7.35,20.93
1999-01-25,0,0.24,8.38,21.4
1999-01-26,0,0.24,7.77,22.06
1999-01-27,0,8.73,6,21.22
1999-01-28,0,10.77,6.47,20.6
1999-01-29,0,4.35,6.43,21.18
1999-01-30,0,3.57,7.5,22.02
1999-01-31,0,7.84,6.32,21.55
1999-02-01,0,13.32,5.87,20.46
1999-02-02,0,0.58,6.26,19.85
1999-02-03,0,0.14,6.23,19.64
1999-02-04,0,2.79,6.32,20.61
1999-02-05,0,14.61,5.75,20.6
1999-02-06,0,1.47,7.05,21.69
1999-02-07,0,0,7.47,22.85
1999-02-08,0,0,8.59,23.3
1999-02-09,0,0,9.24,23.06
1999-02-10,0,0.48,7.33,22.37
1999-02-11,0,8.27,6.83,21.88
1999-02-12,0,4.81,6.35,20.99
1999-02-13,0,0.38,7.88,21.83
1999-02-14,0,6.41,7.45,22.33
1999-02-15,0,1.03,8.39,22.53
1999-02-16,0,0.01,9.5,22.74
1999-02-17,0,0.02,8.74,23.65
1999-02-18,0,0.03,7.62,24.41
1999-02-19,0,0.59,8.64,24.89
1999-02-20,0,0.57,7.75,23.89
1999-02-21,0,3.25,7.23,23.27
1999-02-22,0,1.24,7.26,22.43
1999-02-23,0,6.63,6.9,21.89
1999-02-24,0,1.83,7.89,22.87
1999-02-25,0,0.48,7.56,23.32
1999-02-26,0,0.64,7.91,24.16
1999-02-27,0,0.08,8.08,24.56
1999-02-28,0,0.03,9.8,25.49
1999-03-01,0,0,10.37,26.68
1999-03-02,0,0.02,10.53,27
1999-03-03,0,0,11.75,27.56
1999-03-04,0,0,12.96,26.44
1999-03-05,0,0.02,9.44,25.9
1999-03-06,0,0,8.2,26.07
1999-03-07,0,1.76,8.8,24.58
1999-03-08,0,10.7,7.13,21.33
1999-03-09,0,2.94,6.61,21.21
1999-03-10,0,0.11,7.41,22.52
1999-03-11,0,0,7.8,22.96
1999-03-12,0,0,8.72,23.68
1999-03-13,0,0.89,8.19,23.57
1999-03-14,0,2.14,8.65,24.09
1999-03-15,0,7.01,6.87,22.17
1999-03-16,0,2.37,6,20.81
1999-03-17,0,18.45,5.25,19.43
1999-03-18,0,4.74,5.96,19.15
1999-03-19,0,12.82,4.26,18.47
1999-03-20,0,0.29,5.05,18.62
1999-03-21,0,0.53,5.48,18.93
1999-03-22,0,0.01,6.91,19.55
1999-03-23,0,0,7.62,20.03
1999-03-24,0,0.01,7.48,21.07
1999-03-25,0,9.07,5.99,20.44
1999-03-26,0,0.3,6.76,20.41
1999-03-27,0,2.24,7.24,19.99
1999-03-28,0,0.46,8.09,20.2
1999-03-29,0,0,8.22,19.06
1999-03-30,0,0,8.61,20.06
1999-03-31,0,0.04,7.43,20.6
1999-04-01,0,1.55,7.44,21.05
1999-04-02,0,0.52,7.7,20.95
1999-04-03,0,0,8.17,21.04
1999-04-04,0,0,9.16,21.96
1999-04-05,0,0,9.07,22.3
1999-04-06,0,0,8.62,23.14
1999-04-07,0,0,8.29,23.3
1999-04-08,0,0,7.29,23.01
1999-04-09,0,0,7.12,22.77
1999-04-10,0,0,7.01,21.99
1999-04-11,0,0,7.87,22.77
1999-04-12,0,0.01,9.11,23.1
1999-04-13,0,0.05,8.36,21.67
1999-04-14,0,0.95,6.63,20.45
1999-04-15,0,0.07,6.47,20.33
1999-04-16,0,0,7.15,20.48
1999-04-17,0,0,7.33,18.86
1999-04-18,0,0,6.26,16.14
1999-04-19,0,0,7.04,16.72
1999-04-20,0,0,7.45,18.05
1999-04-21,0,0,6.95,17.48
1999-04-22,0,0,7.67,19.45
1999-04-23,0,0,6.37,20.44
1999-04-24,0,0,7.17,20.44
1999-04-25,0,0.71,7.12,21.21
1999-04-26,0,0.03,7.78,21.74
1999-04-27,0,0,8.62,21.24
1999-04-28,0,0.02,6.78,19.81
1999-04-29,0,0.02,6.35,19.61
1999-04-30,0,0.03,5.68,19.47
1999-05-01,0,0,6.83,19.25
1999-05-02,0,0,6.18,19.27
1999-05-03,0,0,6.63,19.26
1999-05-04,0,0,6.21,19.17
1999-05-05,0,0,6.45,19.24
1999-05-06,0,0,6.55,19.4
1999-05-07,0,0.02,6.13,18.66
1999-05-08,0,1.11,5.09,17.27
1999-05-09,0,0.12,5.77,17.64
1999-05-10,0,0.2,5.77,18.56
1999-05-11,0,0,6.94,19.81
1999-05-12,0,0,6.11,19.1
1999-05-13,0,0,5.86,19.29
1999-05-14,0,0.02,6.28,18.68
1999-05-15,0,1.29,5.02,16.29
1999-05-16,0,9.41,2.68,12.34
1999-05-17,0,0,5.2,13.17
1999-05-18,0,0,5.4,11.91
1999-05-19,0,0,4.47,10.77
1999-05-20,0,0,3.99,10.15
1999-05-21,0,0,4.26,10.34
1999-05-22,0,0,4.15,11.38
1999-05-23,0,0,4.82,11.93
1999-05-24,0,0,5.76,15.58
1999-05-25,0,0,5.84,16.53
1999-05-26,0,0,5.11,16.46
1999-05-27,0,0,4.43,16.38
1999-05-28,0,0,5.11,17.05
1999-05-29,0,0,5.57,17.49
1999-05-30,0,0,5.57,17.03
1999-05-31,0,0,5.89,16.38
1999-06-01,0,0,6.81,16.34
1999-06-02,0,2.12,6.6,15.83
1999-06-03,0,1.92,5.14,14.83
1999-06-04,0,0,4.84,16.02
1999-06-05,0,0,4.57,16.13
1999-06-06,0,0,4.46,15.54
1999-06-07,0,0,4.99,15.57
1999-06-08,0,0,4.49,14.57
1999-06-09,0,0,5.08,13.77
1999-06-10,0,0,5.79,12.9
1999-06-11,0,0,5.94,13.07
1999-06-12,0,0,6.01,12.77
1999-06-13,0,0,5.66,12.89
1999-06-14,0,0,4.44,12.27
1999-06-15,0,0,4.53,12.8
1999-06-16,0,0,5.3,14.4
1999-06-17,0,0,5.21,13.74
1999-06-18,0,0,3.66,11.55
1999-06-19,0,0,5.68,11.23
1999-06-20,0,0,5.48,12.97
1999-06-21,0,0,3.61,13.06
1999-06-22,0,0,5.13,15.09
1999-06-23,0,0,4.82,15.63
1999-06-24,0,0,4.1,15.99
1999-06-25,0,0,6.08,13.64
1999-06-26,0,0,6.46,16.36
1999-06-27,0,0,6.71,15.31
1999-06-28,0,0,5.57,13.09
1999-06-29,0,0,4.51,12.34
1999-06-30,0,0,4.37,12.42
1999-07-01,0,0,3.66,12.67
1999-07-02,0,0,5.57,13.45
1999-07-03,0,0,6.49,14.2
1999-07-04,0,0,6.97,13.89
1999-07-05,0,0,5.34,12.49
1999-07-06,0,0,4.85,12.66
1999-07-07,0,0,5.21,12.94
1999-07-08,0,0,6.02,12.95
1999-07-09,0,0,4.77,13.23
1999-07-10,0,0,4.19,13.95
1999-07-11,0,0,4.94,14.39
1999-07-12,0,0,5.66,14.51
1999-07-13,0,0,5.2,14.22
1999-07-14,0,0,5.39,14.08
1999-07-15,0,0,4.57,13.63
1999-07-16,0,0,5.28,14.34
1999-07-17,0,0.14,4.18,15.27
1999-07-18,0,0.01,6.07,13.75
1999-07-19,0,0.24,7.46,17.03
1999-07-20,0,0.01,6.59,17.5
1999-07-21,0,0,7.6,17
1999-07-22,0,0,5.52,16.05
1999-07-23,0,0,4.75,14.89
1999-07-24,0,0,6.04,14.59
1999-07-25,0,0,5.88,14.25
1999-07-26,0,0,5.07,13.88
1999-07-27,0.43,0,4.92,14.02
1999-07-28,0.02,0,5.07,12.38
1999-07-29,0,0,4.65,10.06
1999-07-30,0,0,5.52,11.56
1999-07-31,0,0,5.81,13.89
1999-08-01,0,0,5.85,14.57
1999-08-02,0,0,4.84,11.84
1999-08-03,0,0,4.52,13.06
1999-08-04,0,0,4.99,15.4
1999-08-05,0.45,0,5.85,14.76
1999-08-06,0,0,7.14,17.34
1999-08-07,0,0,6.52,16.89
1999-08-08,0,0,5.41,15.95
1999-08-09,0,0,5.94,15.28
1999-08-10,0,0,5.99,16.37
1999-08-11,0,0,6,16.56
1999-08-12,0,0,6.05,17.04
1999-08-13,0,0,5.36,17.9
1999-08-14,0,0,6.51,17.19
1999-08-15,0,0,8.02,18.08
1999-08-16,0,0,9.14,17.82
1999-08-17,0,0,9.59,16.76
1999-08-18,0,0,8.65,15.82
1999-08-19,0,0,6.91,15.51
1999-08-20,0,0,6.54,16.68
1999-08-21,0,0,6.86,15.91
1999-08-22,0,0,5.86,13.23
1999-08-23,0,0,5.42,8.28
1999-08-24,0,0,8.73,8.76
1999-08-25,0,0,6.71,11.51
1999-08-26,0,0,6.55,13.68
1999-08-27,0,0,6.53,15.81
1999-08-28,0,0,7.06,16.64
1999-08-29,0,0,5.59,16.96
1999-08-30,0,0,7.13,15.42
1999-08-31,0,0,7.29,17.03
1999-09-01,0,0,6.62,20.54
1999-09-02,0,0,6.76,19.53
1999-09-03,0,0,9.06,19.99
1999-09-04,0,0,7.3,19.46
1999-09-05,0,0,7.84,19.96
1999-09-06,0,0,8.6,19.41
1999-09-07,0,0,9.02,19.15
1999-09-08,0,0,7.37,17.32
1999-09-09,0,0.01,6.2,11.06
1999-09-10,0,0,5.71,8.87
1999-09-11,0,0,7.26,11.18
1999-09-12,0,0,7.91,15.22
1999-09-13,0,0,7.2,17.3
1999-09-14,0,0,8.21,18.53
1999-09-15,0,0,7.46,19.15
1999-09-16,0,0,9.16,20.05
1999-09-17,0,0,7.78,19.97
1999-09-18,0,0,8.27,20
1999-09-19,0,0,9.27,21.18
1999-09-20,0,0,7.39,21.03
1999-09-21,0,0,7.9,20.68
1999-09-22,0,0,8,19.52
1999-09-23,0,0,6.57,17.4
1999-09-24,0,0,6.77,17.35
1999-09-25,0,0,7.23,16.83
1999-09-26,0.14,0,7.21,12.16
1999-09-27,0.32,0,7.3,12.7
1999-09-28,0,0,8.67,14.55
1999-09-29,0,0,8.73,17.62
1999-09-30,0,0.21,9.5,19.37
1999-10-01,0,6.31,6.09,17.12
1999-10-02,0,0,7.67,15.3
1999-10-03,0,0,8.18,15.8
1999-10-04,0,0,8.46,18.02
1999-10-05,0,2.78,7.08,18.34
1999-10-06,0,0.44,6.78,18.04
1999-10-07,0,0.31,6.03,20.27
1999-10-08,0,0,9.24,20.95
1999-10-09,0,0,9.05,21.38
1999-10-10,0,0,9.12,21.69
1999-10-11,0,0,8.69,22.03
1999-10-12,0,0.25,10.36,21.91
1999-10-13,0,0.07,9.69,23.53
1999-10-14,0,0.14,8.98,22.61
1999-10-15,0,0.04,6.95,22.59
1999-10-16,0,0.04,8.68,23.78
1999-10-17,0,0.06,8.94,22.9
1999-10-18,0,0,8.6,21.73
1999-10-19,0,0,8.6,21.55
1999-10-20,0,0,9.07,16.94
1999-10-21,0,0,7.6,17.48
1999-10-22,0,0,8.13,19.39
1999-10-23,0,0,8.71,20.31
1999-10-24,0,0,8.88,21.34
1999-10-25,0,0,8.89,20.62
1999-10-26,0,0,9.31,19.39
1999-10-27,0,0,8.7,21
1999-10-28,0,0,9.87,23.06
1999-10-29,0,0,12.29,24.92
1999-10-30,0,0,10.49,24.6
1999-10-31,0,0,9.67,25.36
1999-11-01,0,0.54,10.43,26.45
1999-11-02,0,0.09,9.71,26.4
1999-11-03,0,0.19,10.15,26.38
1999-11-04,0,1.43,8.35,24.35
1999-11-05,0,0.1,8.96,23.68
1999-11-06,0,0,8.93,23.38
1999-11-07,0,0,8.9,22.58
1999-11-08,0,0,9.23,22.08
1999-11-09,0,0,9.6,22.32
1999-11-10,0,0,9.18,23.23
1999-11-11,0,5.49,6.64,21.93
1999-11-12,0,5.12,7.62,22.05
1999-11-13,0,0.04,7.4,21.9
1999-11-14,0,0.01,7.57,21.3
1999-11-15,0,1.59,5.8,20.05
1999-11-16,0,1.53,6.45,19.87
1999-11-17,0,0.56,7.71,20.67
1999-11-18,0,0.01,8.58,20.58
1999-11-19,0,0,9.49,20.87
1999-11-20,0,0,9.48,22.41
1999-11-21,0,0.26,9.38,23.35
1999-11-22,0,0,9.14,24.14
1999-11-23,0,0,9.07,23.67
1999-11-24,0,0,9.51,22.53
1999-11-25,0,0,9.09,21.58
1999-11-26,0,0,10.2,22.28
1999-11-27,0,0,9.83,23.13
1999-11-28,0,0,9.46,23.47
1999-11-29,0,1.87,8.27,23.65
1999-11-30,0,7.29,7.66,21.69
1999-12-01,0,7.9,6.93,20.31
1999-12-02,0,16.22,5.34,18.79
1999-12-03,0,0.31,6.58,20.06
1999-12-04,0,0,8.46,21.33
1999-12-05,0,0,8.76,22.88
1999-12-06,0,7.97,7.59,21.83
1999-12-07,0,4.27,7.91,22.82
1999-12-08,0,6.44,7.42,21.66
1999-12-09,0,15.86,5.99,20.48
1999-12-10,0,0.37,6.85,21.02
1999-12-11,0,3.24,6.4,21
1999-12-12,0,2.3,7.45,21.41
1999-12-13,0,14.72,6.83,20.93
1999-12-14,0,8.18,7.07,20.48
1999-12-15,0,9.8,5.1,19.45
1999-12-16,0,6.47,5.08,19.7
1999-12-17,0,7.04,5.45,19.72
1999-12-18,0,0.61,5.78,19.82
1999-12-19,0,10.63,3.74,16.74
1999-12-20,0,0.66,6.77,17.53
1999-12-21,0,0,7.19,18.24
1999-12-22,0,0.56,7.44,19.46
1999-12-23,0,20.1,5.58,19.04
1999-12-24,0,0.09,8.55,19.52
1999-12-25,0,0,8.72,19.52
1999-12-26,0,0.2,7.25,20.22
1999-12-27,0,0.01,8,21.72
1999-12-28,0,0.09,7.9,22.75
1999-12-29,0,0.55,7.74,22.35
1999-12-30,0,0,8.89,22.64
1999-12-31,0,0,9.41,22
2000-01-01,0,0,9.73,20.53
2000-01-02,0,0.02,9.95,20.87
2000-01-03,0,0.14,8.96,22.43
2000-01-04,0,0.57,7.81,22.71
2000-01-05,0,6.78,7.99,22
2000-01-06,0,15.91,5.77,20.43
2000-01-07,0,14.65,4.11,19.6
2000-01-08,0,4.59,6.86,20.38
2000-01-09,0,0.36,8.88,19.57
2000-01-10,0,0,8.64,19.36
2000-01-11,0,0.21,7.52,19.59
2000-01-12,0,1.25,8.63,20.67
2000-01-13,0,3.69,6.88,20.87
2000-01-14,0,1.04,7.1,20.29
2000-01-15,0,0,9.21,19.67
2000-01-16,0,0.01,8.86,20.35
2000-01-17,0,0,9.68,22.07
2000-01-18,0,0.01,9.8,22.28
2000-01-19,0,6.48,8.05,20.74
2000-01-20,0,0.63,8.03,20.66
2000-01-21,0,1.93,8.12,21.05
2000-01-22,0,22.01,7.04,19.5
2000-01-23,0,6.09,6.4,18.91
2000-01-24,0,0.26,7.52,19.59
2000-01-25,0,0.01,7.85,19.75
2000-01-26,0,0,8.24,20.27
2000-01-27,0,0,8.86,20.34
2000-01-28,0,0,9.52,19.98
2000-01-29,0,0,9.99,20.62
2000-01-30,0,0,10.06,22.02
2000-01-31,0,0,10.37,23.29
2000-02-01,0,0,9.79,23.27
2000-02-02,0,0,9.81,23.37
2000-02-03,0,0,9.8,24.31
2000-02-04,0,0.63,8.87,23.99
2000-02-05,0,4.79,7.69,23.17
2000-02-06,0,0.82,8.59,23.96
2000-02-07,0,1.09,9.65,24.92
2000-02-08,0,0.27,10.13,24.38
2000-02-09,0,0.01,9.46,24.46
2000-02-10,0,0.32,9.01,24.3
2000-02-11,0,0.02,9.16,24.97
2000-02-12,0,0.03,9.03,25.29
2000-02-13,0,10.24,7.99,23.38
2000-02-14,0,13.83,5.08,19.48
2000-02-15,0,0.91,4.95,20.27
2000-02-16,0,0.01,9.02,20.95
2000-02-17,0,16.3,5.11,19.94
2000-02-18,0,16.49,4.27,18.01
2000-02-19,0,1.98,4.88,17.23
2000-02-20,0,5.05,4.33,17.51
2000-02-21,0,18.95,4.85,19.49
2000-02-22,0,15.59,4.73,19.35
2000-02-23,0,12.45,5.49,19.93
2000-02-24,0,10.75,4.62,19.78
2000-02-25,0,0.98,6.71,20.01
2000-02-26,0,0.69,7.22,20.2
2000-02-27,0,13.28,5.74,19.31
2000-02-28,0,23.16,1.95,17.03
2000-02-29,0,2.64,2.76,15.75
2000-03-01,0,0.71,4.35,17.17
2000-03-02,0,0,6.79,16.93
2000-03-03,0,0,6.85,17.23
2000-03-04,0,0,6.34,18.56
2000-03-05,0,5.69,5.45,19.92
2000-03-06,0,7.34,5.43,20.07
2000-03-07,0,5.14,6.21,20.58
2000-03-08,0,0.14,6.89,20.88
2000-03-09,0,0.12,6.27,20.46
2000-03-10,0,0.04,6.26,20.8
2000-03-11,0,0,6.14,20.92
2000-03-12,0,0.05,5.98,20.97
2000-03-13,0,0.2,6.15,20.75
2000-03-14,0,0.01,7.72,20.99
2000-03-15,0,0,7.88,20.32
2000-03-16,0,0,8.07,19.29
2000-03-17,0,0,7.93,19.22
2000-03-18,0,0,8.68,20.35
2000-03-19,0,0.01,8.36,22.1
2000-03-20,0,0.12,7.75,23.06
2000-03-21,0,0.17,6.87,21.81
2000-03-22,0,4.27,6.03,20.29
2000-03-23,0,3.3,6.55,20.3
2000-03-24,0,6.17,6.61,20.29
2000-03-25,0,3.74,4.06,19.22
2000-03-26,0,3.78,4.84,19.48
2000-03-27,0,14.71,4.57,18.94
2000-03-28,0,9.98,4.04,18.51
2000-03-29,0,6.95,4.71,19.1
2000-03-30,0,6.83,4.55,19.26
2000-03-31,0,1.6,4.46,19.17
2000-04-01,0,0.74,4.91,19.17
2000-04-02,0,4.87,5.05,18.63
2000-04-03,0,5.91,4.17,18.02
2000-04-04,0,0,5.66,18.31
2000-04-05,0,0,5.87,16.44
2000-04-06,0,0,5.41,16.07
2000-04-07,0,0,5.75,16.78
2000-04-08,0,0,5.8,17.62
2000-04-09,0,0.02,6.04,18.57
2000-04-10,0,0,6.56,18.72
2000-04-11,0,0,6.53,19.05
2000-04-12,0,0.01,6.3,19.44
2000-04-13,0,0.07,5.52,19.51
2000-04-14,0,1.07,5,18.9
2000-04-15,0,0,5.52,18.82
2000-04-16,0,2.27,4.82,17.65
2000-04-17,0,0.08,5.84,18.48
2000-04-18,0,0,6.27,18.3
2000-04-19,0,9.69,5.01,16.41
2000-04-20,NaN,0,5.87,16.69
2000-04-21,NaN,0,5.72,15.87
2000-04-22,NaN,0,5.78,15.62
2000-04-23,NaN,0,5.77,16.85
2000-04-24,NaN,0,6.25,17.82
2000-04-25,NaN,0,5.91,18.72
2000-04-26,NaN,0,6.19,18.91
2000-04-27,NaN,0,6.12,18.99
2000-04-28,NaN,0,6.14,19.09
2000-04-29,NaN,0.4,6.3,19.13
2000-04-30,NaN,0.29,5.95,18.66
2000-05-01,NaN,0.2,5.21,18.26
2000-05-02,NaN,0,6.18,17.03
2000-05-03,NaN,0,4.95,15.09
2000-05-04,NaN,0,4.94,13.84
2000-05-05,NaN,0,6.14,14.74
2000-05-06,NaN,0,5.95,17.4
2000-05-07,NaN,0.5,5.88,18.03
2000-05-08,NaN,0.64,5.43,16.95
2000-05-09,NaN,0.02,5.65,16.14
2000-05-10,NaN,0,6.58,15.29
2000-05-11,NaN,0,6.18,15
2000-05-12,NaN,0,6.77,14.88
2000-05-13,NaN,0.05,6.07,14.88
2000-05-14,NaN,1.2,4.92,14.06
2000-05-15,NaN,0.02,4.79,14.89
2000-05-16,NaN,0,5.06,15.26
2000-05-17,NaN,0,4.94,15.16
2000-05-18,NaN,0,4.78,15.46
2000-05-19,NaN,0,4.78,15.63
2000-05-20,NaN,0,5.5,15.55
2000-05-21,NaN,0,5.64,15.64
2000-05-22,NaN,0,5.1,16.37
2000-05-23,NaN,0,4.71,16.44
2000-05-24,NaN,0,5.36,16.29
2000-05-25,NaN,0,5.24,15.16
2000-05-26,NaN,0,4.03,13.75
2000-05-27,NaN,0,4.03,12.25
2000-05-28,NaN,0,4.39,12.07
2000-05-29,NaN,0,5.79,13.66
2000-05-30,NaN,0,5.28,15
2000-05-31,NaN,0,4.84,15.27
2000-06-01,NaN,0,4.55,15.42
2000-06-02,NaN,0,3.8,14.62
2000-06-03,NaN,0,4.33,13.64
2000-06-04,NaN,0,5.23,12.75
2000-06-05,NaN,0,6.39,13.01
2000-06-06,NaN,0,5.76,11.74
2000-06-07,NaN,0,4.96,11.57
2000-06-08,NaN,0,4.65,12.25
2000-06-09,NaN,0,4.99,14.06
2000-06-10,NaN,0,6.25,14.6
2000-06-11,NaN,0,4.13,13.22
2000-06-12,NaN,0,5.78,15.34
2000-06-13,NaN,0,5.81,15.15
2000-06-14,NaN,0,4.76,14.96
2000-06-15,NaN,0,4.8,14.1
2000-06-16,NaN,0,4.35,13.82
2000-06-17,NaN,0,3.94,13.31
2000-06-18,NaN,0,5.12,13.1
2000-06-19,NaN,0,5.48,13.5
2000-06-20,NaN,0,4.4,13.65
2000-06-21,NaN,0,5.04,14.91
